;;;;;;;;;0;0;;;;0;
Società (B);Quadro (C);Altro (D);Ricla MG esteso (E);Codice Conto (F);Conto COGE (G);Cluster II (H);Conto COGE I livello (I);Conto COGE II livello (J);Valore mese € — CVS;Valore mese € — De Giorgi;Stato;Nota;;TOTALE;
CVS;CE;C;Financial Expenses;920213;Int. Passivi V/Fornitori;;Proventi E Oneri Finanziari;C17e - verso altri;661,76;0;;Bilancio di Verifica;;661,76;920213
CVS;CE;C;Financial Expenses;920215;Interessi Da Debiti Verso Banche_Linea Senior;;Proventi E Oneri Finanziari;C17e - verso altri;487.688,42;0;;Bilancio di Verifica;;487.688,42;920215
CVS;CE;C;Financial Expenses;920217;Interessi Da Debiti Verso Banche_Linea Revolving;;Proventi E Oneri Finanziari;C17e - verso altri;0;0;;assente nel grezzo → 0 (nessuna attività);;0;920217
CVS;CE;C;Financial Expenses;920219;Interessi passivi Diritti d'uso;;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;920219
CVS;CE;R;Financial Income;920221;Interessi Attivi Da Attualizzazione;;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;920221
CVS;CE;C;Financial Income;920401;Altri Oneri Finanziari;;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;920401
CVS;CE;C;Taxes;940201;Irap Dell'esercizio;;Imposte Correnti;#NAME?;4801;3668;;Bilancio di Verifica;;8.469,00;940201
CVS;CE;C;Taxes;940209;Ires Dell'esercizio;;Imposte Correnti;#NAME?;29.605;16.354;;Bilancio di Verifica;;45.959,00;940209
CVS;CE;C;Taxes;940215;Acc.To Imp. Ires;;Imposte Correnti;#NAME?;0;0;;assente nel grezzo → 0 (nessuna attività);;0;940215
CVS;CE;C;Taxes;940401;Imposte Relative Esercizi Precedenti;;N/A_Conti Infrannuali;N/A_conti infrannuali;0;0;;assente nel grezzo → 0 (nessuna attività);;0;940401
CVS;CE;C;Taxes;940601;Imposte Anticipate;;Imposte Differite E Anticipate;#NAME?;0;0;;assente nel grezzo → 0 (nessuna attività);;0;940601
CVS;SP;;Intangible Assets;Reclass-2;Lavori Straor. Su Beni Di Terzi In Corso;Immobilizzazioni Genera & Pulsano 31.12.25;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;Reclass-2
CVS;SP;;Intangible Assets;Reclass-1;Lavori Straor. Su Beni Di Terzi;Lavori su beni di terzi in corso ufficio Milano;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;Reclass-1
CVS;SP;;Trade Payables;N/A;Sbianciamento da allocare su fornitori;;Debiti Verso Fornitori;D.7 - debiti verso fornitori;0;0;;assente nel grezzo → 0 (nessuna attività);;0;N/A
CVS;SP;;Retained Earnings;T00008;tained Earnings;;N/A_Conti Infrannuali;N/A_conti infrannuali;0;0;;assente nel grezzo → 0 (nessuna attività);;0;T00008
CVS;SP;;Trade Payables;T00009;ening Balance;;N/A_Conti Infrannuali;N/A_conti infrannuali;0;0;;assente nel grezzo → 0 (nessuna attività);;0;T00009
CVS;CE;Revenues;One Off Works;One-Off;One-Off;;N/A_Riclassifica Gestionale;N/A_riclassifica gestionale;0;0;;assente nel grezzo → 0 (nessuna attività);;0;One-Off
CVS;CE;Revenues;One Off Works;One-Off No ATI;One-Off No ATI;;N/A_Riclassifica Gestionale;N/A_riclassifica gestionale;0;0;;assente nel grezzo → 0 (nessuna attività);;0;One-Off No ATI
CVS;CE;Revenues;Canone;Photovoltaic ATI;Photovoltaic ATI;;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;Photovoltaic ATI
CVS;SP;;Intangible Assets;307006-1;f.do amm.to capitalizz.op.effi;Efficientamento energetico ATL Dec24;Immobilizzazioni Immateriali;Altre immobilizzazioni immateriali;0;0;;assente nel grezzo → 0 (nessuna attività);;0;307006-1
CVS;SP;;Intangible Assets;307906-1;f.do amm.to capitalizz.op.effi;Efficientamento energetico ATL Dec24;Immobilizzazioni Immateriali;Altre immobilizzazioni immateriali;0;0;;assente nel grezzo → 0 (nessuna attività);;0;307906-1
CVS;SP;;Retained earnings;3000 -;Retained Earnings;;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;3000 -
CVS;SP;;Other Credit;GST-001;Inventory Asset (Gest.);;TBD;TBD;661.599,88;0;;Bilancio di Verifica;;661.599,88;GST-001
CVS;SP;;Other Liabilities;GST-002;Accrued Purchases (Gest.);;TBD;TBD;-787.113,65;0;;Bilancio di Verifica;;-787.113,65;GST-002
CVS;CE;C;Costi Diretti;GST-005;Cost of Goods Sold (Gest.);;TBD;TBD;123.959,80;0;;Bilancio di Verifica;;123.959,80;GST-005
CVS;SP;;Other Credit;GST-008;Inventory In Transit (Gest.);;TBD;TBD;1553,97;0;;Bilancio di Verifica;;1.553,97;GST-008
CVS;SP;;Other Credit;GST-009;Intercompany Clearing Account (Gest.);;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;GST-009
CVS;CE;C;Canone;GST-012; Income Commesse (Gest.);;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;GST-012
CVS;CE;C;Costi Diretti;GST-013;Expense Commesse (Gest.);;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;GST-013
CVS;SP;;Trade Payables;STD-005;Accounts Payable;;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;STD-005
CVS;SP;;Other Credit;GST-007;Rettifica Inventariale (Gest.);;TBD;TBD;0;0;;assente nel grezzo → 0 (nessuna attività);;0;GST-007
CVS;CE;;Overheads;68/05/501;SPESE PARTECIPAZIONE CONSORZIO;;TBD;TBD;0;3355,78;;assente nel grezzo → 0 (nessuna attività);;3.355,78;68/05/501
CVS;SP;;Cash & Cash Equivalent;24/05/002;BANCA MPS C/C 1616312;;TBD;TBD;0;172.828,39;;assente nel grezzo → 0 (nessuna attività);;172.828,39;24/05/002
CVS;SP;;Cash & Cash Equivalent;24/05/003;BANCA INTESA - EX B.NAPOLI;;TBD;TBD;0;121.605,94;;assente nel grezzo → 0 (nessuna attività);;121.605,94;24/05/003
CVS;SP;;Cash & Cash Equivalent;24/05/006;CARTA PREPAGATA INTESA 50;;TBD;TBD;0;56,06;;assente nel grezzo → 0 (nessuna attività);;56,06;24/05/006
CVS;CE;;Revenue by class;- No Class -;- No Class -;;;;-5.422.691,40;0;;620201 Ricavi, per classe;;-5.422.691,40;- No Class -
CVS;CE;;Revenue by class;Canone;Canone;;;;-1478,23;0;;620201 Ricavi, per classe;;-1.478,23;Canone
CVS;CE;;Revenue by class;Cemetary Services;Cemetary Services;;;;-132.712,10;0;;620201 Ricavi, per classe;;-132.712,10;Cemetary Services
CVS;CE;;Revenue by class;Energy Public Building;Energy Public Building;;;;-324.000;0;;620201 Ricavi, per classe;;-324.000,00;Energy Public Building
CVS;CE;;Revenue by class;Energy Public Building ATI;Energy Public Building ATI;;;;-351.071,40;0;;620201 Ricavi, per classe;;-351.071,40;Energy Public Building ATI
CVS;CE;;Revenue by class;Energy Public Building No ATI;Energy Public Building No ATI;;;;0;0;;620201 Ricavi, per classe;;0;Energy Public Building No ATI
CVS;CE;;Revenue by class;Extra Revenues;Extra Revenues;;;;-2.890.914,33;0;;620201 Ricavi, per classe;;-2.890.914,33;Extra Revenues
CVS;CE;;Revenue by class;Generico;Generico;;;;-3444;0;;620201 Ricavi, per classe;;-3.444,00;Generico
CVS;CE;;Revenue by class;One Off Works;One Off Works;;;;-179.090,09;0;;620201 Ricavi, per classe;;-179.090,09;One Off Works
CVS;CE;;Revenue by class;Photovoltaic;Photovoltaic;;;;-452.166,77;-338,42;;620201 Ricavi, per classe;;-452.505,19;Photovoltaic
CVS;CE;;Revenue by class;Public Heat Management No ATI;Public Heat Management No ATI;;;;418,8;0;;620201 Ricavi, per classe;;418,8;Public Heat Management No ATI
CVS;CE;;Revenue by class;Public Streetlighting;Public Streetlighting;;;;-7.583.246,99;-703.607,54;;620201 Ricavi, per classe;;-8.286.854,53;Public Streetlighting
CVS;CE;;Revenue by class;Public Streetlighting ATI;Public Streetlighting ATI;;;;-7.492.150,03;0;;620201 Ricavi, per classe;;-7.492.150,03;Public Streetlighting ATI
CVS;CE;;Revenue by class;Public Streetlighting No ATI;Public Streetlighting No ATI;;;;-11.342.255,02;0;;620201 Ricavi, per classe;;-11.342.255,02;Public Streetlighting No ATI
CVS;CE;;Revenue by class;Sales of Goods;Sales of Goods;;;;-387.892,49;0;;620201 Ricavi, per classe;;-387.892,49;Sales of Goods
CVS;CE;;Revenue by class;Smart Buildings;Smart Buildings;;;;-327.617,44;0;;620201 Ricavi, per classe;;-327.617,44;Smart Buildings
CVS;CE;;Revenue by class;Smart City;Smart City;;;;-20.882,06;0;;620201 Ricavi, per classe;;-20.882,06;Smart City
CVS;CE;;Revenue by class;White Certificates;White Certificates;;;;0;0;;620201 Ricavi, per classe;;0;White Certificates
CVS;SP;;Inventory;120201;Materie Prime, Sussidiarie E Consumo Iniziali;;Rimanenze;CI.1 - materie prime, sussidiarie e di consumo;0;111.115,03;da rivedere;conto presente nel piano dei conti ma non ancora nel BDV — classificazione proposta (simili: 120209): da confermare;;111.115,03;120201
CVS;SP;;Inventory;120205;Lavori In Corso Su Ordinazione;;Rimanenze;CI.1 - materie prime, sussidiarie e di consumo;0;23.970,69;da rivedere;conto presente nel piano dei conti ma non ancora nel BDV — classificazione proposta (simili: 120209): da confermare;;23.970,69;120205
CVS;CE;;Overheads;881201;Perdite su Crediti;;Oneri Diversi Di Gestione;B14 - oneri diversi di gestione;0;530;da rivedere;conto presente nel piano dei conti ma non ancora nel BDV — classificazione proposta (simili: 881001): da confermare;;530;881201
